,job_level,job_duration_in_current_job_level,person_level,job_duration_in_current_person_level,job_duration_in_current_branch,Employee_type,gender,age,marital_status_maried(Y/N),number_of_dependences,Education_level,GPA,year_graduated,job_duration_from_training,branch_rotation,job_rotation,assign_of_otherposition,annual leave,sick_leaves,Last_achievement_%,Achievement_above_100%_during3quartal,Best Performance,total leave,age2,age3,year_graduated2,total_rotation,in study,person level up,sick_vs_leaves,age when graduated,age when graduated2,age per dependencies,age married male,papa muda,papa muda per tanggungan,job_level_oh,person_level_oh
7907,JG04,1.1180339887498998,PG03,1.1180339887498998,1.22474487139159,RM_type_B,2,1990,Y,1,level_4,3.0,2013,3,2,2,1,5,1,50.31,0.0,0,6,ambis,2,new,5,finish,stay,leave,23,23,15.0,0,0,0.0,JG04,PG03
7908,JG05,2.82842712474619,PG06,2.23606797749979,1.5,RM_type_A,2,1978,Y,3,level_4,2.99,2003,23,11,7,17,3,0,42.99,0.0,0,3,non-ambis,3,new,35,finish,up,leave,25,25,10.5,0,0,0.0,JG05,PG06
7909,JG04,1.3856406460551,PG03,1.3856406460551,1.22474487139159,RM_type_B,1,1978,Y,1,level_4,3.0,2002,7,5,4,4,2,1,69.47,0.0,1,3,non-ambis,3,new,13,finish,stay,leave,24,24,21.0,42,0,0.0,JG04,PG03
7910,JG04,1.1180339887498998,PG03,1.1180339887498998,1.22474487139159,RM_type_B,1,1990,Y,0,level_4,3.0,2012,3,2,2,1,2,0,53.75,0.0,0,2,ambis,2,new,5,finish,stay,leave,22,22,30.0,30,30,30.0,JG04,PG03
7911,JG04,1.3856406460551,PG03,1.3856406460551,1.22474487139159,RM_type_B,1,1988,Y,1,level_4,3.0,2011,4,3,2,2,3,0,72.11,0.0,1,3,ambis,2,new,7,finish,stay,leave,23,23,16.0,32,32,16.0,JG04,PG03
7912,JG04,1.3856406460551,PG03,1.3856406460551,1.58113883008419,RM_type_A,2,1989,Y,1,level_4,3.0,2012,4,2,2,7,4,0,66.69,0.0,0,4,ambis,2,new,11,finish,stay,leave,23,23,15.5,0,0,0.0,JG04,PG03
7913,JG04,1.3856406460551,PG03,1.3856406460551,1.22474487139159,RM_type_B,2,1987,Y,0,level_4,3.0,2011,5,3,2,0,2,0,61.76,0.0,1,2,ambis,2,new,5,finish,stay,leave,24,24,33.0,0,0,0.0,JG04,PG03
7914,JG04,1.3856406460551,PG03,1.3856406460551,1.22474487139159,RM_type_A,2,1988,N,0,level_4,3.0,2010,5,3,2,15,3,0,73.65,0.0,0,3,ambis,2,new,20,finish,stay,leave,22,22,32.0,0,0,0.0,JG04,PG03
7915,JG04,1.3527749258468702,PG03,1.3527749258468702,1.22474487139159,RM_type_A,2,1982,Y,2,level_4,3.0,2005,7,5,6,7,2,1,76.79,0.0,0,3,non-ambis,3,new,18,finish,stay,leave,23,23,12.666666666666666,0,0,0.0,JG04,PG03
7916,JG04,1.47309198626562,PG03,1.47309198626562,1.22474487139159,RM_type_A,2,1986,Y,1,level_4,3.0,2008,6,4,3,5,3,0,89.25,1.0,0,3,ambis,2,new,12,finish,stay,leave,22,22,17.0,0,0,0.0,JG04,PG03
7917,JG04,1.3856406460551,PG03,1.3856406460551,1.22474487139159,RM_type_B,2,1988,Y,2,level_4,3.42,2014,6,4,3,1,4,1,82.69,0.0,0,5,ambis,2,new,8,finish,stay,leave,26,26,10.666666666666666,0,0,0.0,JG04,PG03
7918,JG04,1.1180339887498998,PG03,1.1180339887498998,1.22474487139159,RM_type_B,2,1990,Y,1,level_4,3.0,2012,3,2,2,0,4,2,60.73,0.0,0,6,ambis,2,new,4,finish,stay,leave,22,22,15.0,0,0,0.0,JG04,PG03
7919,JG04,1.3856406460551,PG03,1.3856406460551,1.58113883008419,RM_type_B,1,1989,Y,1,level_4,3.0,2011,4,2,2,4,1,0,91.27,1.0,0,1,ambis,2,new,8,finish,stay,leave,22,22,15.5,31,31,15.5,JG04,PG03
7920,JG04,1.47309198626562,PG03,1.47309198626562,0.707106781186548,RM_type_A,1,1982,Y,1,level_4,3.0,2005,7,5,6,19,2,2,65.95,0.0,0,4,non-ambis,3,new,30,finish,stay,sama,23,23,19.0,38,0,0.0,JG04,PG03
7921,JG04,1.47309198626562,PG03,1.47309198626562,1.22474487139159,RM_type_B,2,1990,N,0,level_4,3.0,2012,6,4,2,2,2,0,71.56,0.0,0,2,ambis,2,new,8,finish,stay,leave,22,22,30.0,0,0,0.0,JG04,PG03
7922,JG04,1.3856406460551,PG03,1.3856406460551,1.58113883008419,RM_type_A,1,1988,Y,1,level_4,3.0,2011,5,3,5,2,2,0,73.33,0.0,0,2,ambis,2,new,10,finish,stay,leave,23,23,16.0,32,32,16.0,JG04,PG03
7923,JG04,1.3856406460551,PG03,1.3856406460551,1.58113883008419,RM_type_B,1,1987,Y,0,level_4,3.0,2012,4,2,2,1,6,0,66.98,0.0,0,6,ambis,2,new,5,finish,stay,leave,25,25,33.0,33,0,0.0,JG04,PG03
7924,JG05,1.0392304845413298,PG05,1.0392304845413298,1.22474487139159,RM_type_A,2,1982,Y,0,level_4,2.8,2005,17,8,7,0,18,0,79.67,0.0,0,18,non-ambis,3,new,15,finish,stay,leave,23,23,38.0,0,0,0.0,JG05,PG05
7925,JG04,1.3856406460551,PG03,1.3856406460551,1.58113883008419,RM_type_B,1,1990,Y,1,level_4,3.0,2012,5,2,4,8,6,1,52.58,0.0,0,7,ambis,2,new,14,finish,stay,leave,22,22,15.0,30,30,15.0,JG04,PG03
7926,JG04,1.47309198626562,PG03,1.47309198626562,0.707106781186548,RM_type_B,1,1984,Y,2,level_4,3.37,2006,5,4,4,2,1,0,85.8,1.0,1,1,non-ambis,3,new,10,finish,stay,leave,22,22,12.0,36,0,0.0,JG04,PG03
7927,JG04,1.3856406460551,PG03,1.3856406460551,1.22474487139159,RM_type_B,2,1989,N,0,level_4,3.0,2012,4,3,2,4,3,0,52.41,0.0,0,3,ambis,2,new,9,finish,stay,leave,23,23,31.0,0,0,0.0,JG04,PG03
7928,JG04,1.22474487139159,PG03,1.22474487139159,1.22474487139159,RM_type_C,1,1987,N,0,level_4,3.22,2009,4,2,2,0,3,4,102.9,2.0,0,7,ambis,2,new,4,finish,stay,sick,22,22,33.0,0,0,0.0,JG04,PG03
7929,JG04,1.3527749258468702,PG03,1.3527749258468702,1.47309198626562,RM_type_A,2,1986,Y,0,level_4,3.2,2009,6,4,2,0,0,1,50.67,0.0,0,1,ambis,2,new,6,finish,stay,sick,23,23,34.0,0,0,0.0,JG04,PG03
7930,JG04,1.6340134638368202,PG03,1.6340134638368202,0.574456264653803,RM_type_A,2,1988,Y,1,level_4,3.21,2010,6,6,3,0,5,2,65.29,0.0,0,7,ambis,2,new,9,finish,stay,leave,22,22,16.0,0,0,0.0,JG04,PG03
7931,JG04,1.22474487139159,PG03,1.22474487139159,0.648074069840786,RM_type_C,2,1990,Y,0,level_4,3.09,2013,5,3,4,0,1,4,112.14,3.0,0,5,ambis,2,new,7,finish,stay,sick,23,23,30.0,0,0,0.0,JG04,PG03
7932,JG04,2.82842712474619,PG04,1.4142135623731005,0.648074069840786,RM_type_A,2,1980,Y,2,level_4,3.45,2003,15,7,7,0,3,2,89.21,2.0,0,5,non-ambis,3,new,14,finish,up,leave,23,23,13.333333333333334,0,0,0.0,JG04,PG04
7933,JG04,1.5556349186104,PG03,1.5556349186104,0.9591663046625442,RM_type_A,2,1988,Y,1,level_4,3.18,2011,5,5,4,0,10,2,93.39,3.0,0,12,ambis,2,new,9,finish,stay,leave,23,23,16.0,0,0,0.0,JG04,PG03
7934,JG04,1.3856406460551,PG03,1.3856406460551,1.22474487139159,RM_type_A,2,1987,Y,1,level_4,2.84,2010,6,3,3,0,0,1,103.21,3.0,1,1,ambis,2,new,6,finish,stay,sick,23,23,16.5,0,0,0.0,JG04,PG03
7935,JG04,1.22474487139159,PG03,1.22474487139159,0.648074069840786,RM_type_B,2,1991,N,0,level_4,3.45,2012,4,3,2,0,3,6,80.68,0.0,0,9,ambis,2,new,5,finish,stay,sick,21,21,29.0,0,0,0.0,JG04,PG03
7936,JG04,1.22474487139159,PG03,1.22474487139159,1.22474487139159,RM_type_A,2,1989,Y,1,level_4,3.0,2011,5,3,3,0,2,0,87.8,2.0,0,2,ambis,2,new,6,finish,stay,leave,22,22,15.5,0,0,0.0,JG04,PG03
7937,JG04,1.5556349186104,PG03,1.5556349186104,1.22474487139159,RM_type_C,1,1986,Y,0,level_4,3.46,2007,6,4,3,0,1,1,98.06,3.0,0,2,ambis,2,new,7,finish,stay,sama,21,21,34.0,34,0,0.0,JG04,PG03
7938,JG04,1.5556349186104,PG03,1.5556349186104,0.707106781186548,RM_type_B,2,1989,Y,0,level_4,3.13,2012,5,3,2,0,3,0,87.27,1.0,1,3,ambis,2,new,5,finish,stay,leave,23,23,31.0,0,0,0.0,JG04,PG03
7939,JG04,1.5556349186104,PG03,1.5556349186104,1.58113883008419,RM_type_B,1,1987,Y,2,level_4,3.51,2011,5,3,2,0,10,10,48.33,0.0,0,20,ambis,2,new,5,finish,stay,sama,24,24,11.0,33,0,0.0,JG04,PG03
7940,JG04,1.3527749258468702,PG03,1.3527749258468702,1.22474487139159,RM_type_A,2,1990,N,0,level_4,3.8,2012,5,3,3,2,3,0,76.98,0.0,0,3,ambis,2,new,8,finish,stay,leave,22,22,30.0,0,0,0.0,JG04,PG03
7941,JG04,1.3228756555323,PG03,1.3228756555323,1.5556349186104,RM_type_B,2,1991,N,0,level_4,3.34,2013,2,1,2,0,3,10,45.36,0.0,0,13,ambis,2,new,3,finish,stay,sick,22,22,29.0,0,0,0.0,JG04,PG03
7942,JG04,1.3228756555323,PG03,1.3228756555323,1.58113883008419,RM_type_B,1,1991,Y,1,level_4,3.25,2012,5,2,2,0,1,1,92.08,2.0,0,2,ambis,2,new,4,finish,stay,sama,21,21,14.5,29,29,14.5,JG04,PG03
7943,JG04,1.22474487139159,PG03,1.22474487139159,0.707106781186548,RM_type_B,2,1989,Y,1,level_4,3.1,2011,5,3,2,0,0,0,81.9,0.0,0,0,ambis,2,new,5,finish,stay,sama,22,22,15.5,0,0,0.0,JG04,PG03
7944,JG04,1.22474487139159,PG03,1.22474487139159,1.58113883008419,RM_type_A,1,1991,Y,0,level_4,3.66,2013,5,2,2,0,6,1,68.05,0.0,0,7,ambis,2,new,4,finish,stay,leave,22,22,29.0,29,29,29.0,JG04,PG03
7945,JG04,1.3228756555323,PG03,1.3228756555323,0.707106781186548,RM_type_B,1,1985,Y,1,level_4,3.33,2008,6,4,4,0,7,0,89.45,3.0,0,7,ambis,2,new,8,finish,stay,leave,23,23,17.5,35,0,0.0,JG04,PG03
7946,JG04,1.5556349186104,PG03,1.5556349186104,0.707106781186548,RM_type_B,1,1988,N,0,level_4,3.52,2013,5,3,2,1,1,11,93.54,3.0,0,12,ambis,2,new,6,finish,stay,sick,25,25,32.0,0,0,0.0,JG04,PG03
7947,JG04,1.3527749258468702,PG03,1.3527749258468702,1.22474487139159,RM_type_C,1,1985,Y,2,level_4,3.17,2009,6,3,3,2,12,0,90.32,3.0,0,12,ambis,2,new,8,finish,stay,leave,24,24,11.666666666666666,35,0,0.0,JG04,PG03
7948,JG04,1.3228756555323,PG03,1.3228756555323,0.0,RM_type_A,2,1988,Y,0,level_4,3.3,2012,4,3,2,4,7,1,46.31,0.0,0,8,ambis,2,new,9,finish,stay,leave,24,24,32.0,0,0,0.0,JG04,PG03
7949,JG04,1.22474487139159,PG03,1.22474487139159,0.707106781186548,RM_type_B,1,1989,N,0,level_4,3.32,2011,4,2,2,0,1,1,70.03,0.0,0,2,ambis,2,new,4,finish,stay,sama,22,22,31.0,0,0,0.0,JG04,PG03
7950,JG04,1.22474487139159,PG03,1.22474487139159,1.5556349186104,RM_type_A,1,1988,Y,1,level_4,3.8,2009,6,3,4,0,7,1,38.49,0.0,0,8,ambis,2,new,7,finish,stay,leave,21,21,16.0,32,32,16.0,JG04,PG03
7951,JG04,1.22474487139159,PG03,1.22474487139159,1.22474487139159,RM_type_B,1,1988,Y,1,level_4,3.26,2010,5,3,5,0,3,2,70.79,0.0,0,5,ambis,2,new,8,finish,stay,leave,22,22,16.0,32,32,16.0,JG04,PG03
7952,JG04,1.0816653826392,PG03,1.0816653826392,0.412310562561766,RM_type_C,2,1989,Y,0,level_4,3.3,2011,5,5,3,0,8,3,74.79,0.0,0,11,ambis,2,new,8,finish,stay,leave,22,22,31.0,0,0,0.0,JG04,PG03
7953,JG03,2.51594912508182,PG01,2.51594912508182,2.08086520466848,RM_type_B,1,1986,Y,1,level_4,3.09,2010,6,2,3,1,4,6,88.09,2.0,0,10,ambis,2,new,6,finish,stay,sick,24,24,17.0,34,0,0.0,JG03,PG01
7954,JG04,1.0816653826392,PG03,1.0816653826392,1.8708286933869696,RM_type_A,2,1987,Y,1,level_4,3.19,2012,5,2,2,0,0,1,85.39,3.0,0,1,ambis,2,new,4,finish,stay,sick,25,25,16.5,0,0,0.0,JG04,PG03
7955,JG04,1.22474487139159,PG03,1.22474487139159,0.707106781186548,RM_type_B,1,1990,Y,1,level_4,3.66,2011,3,2,2,0,3,0,81.02,0.0,1,3,ambis,2,new,4,finish,stay,leave,21,21,15.0,30,30,15.0,JG04,PG03
7956,JG04,1.22474487139159,PG03,1.22474487139159,1.22474487139159,RM_type_B,2,1989,Y,1,level_4,3.48,2011,5,3,3,0,3,0,40.3,0.0,0,3,ambis,2,new,6,finish,stay,leave,22,22,15.5,0,0,0.0,JG04,PG03
7957,JG04,1.3228756555323,PG03,1.3228756555323,0.707106781186548,RM_type_A,2,1988,Y,1,level_4,3.22,2010,5,3,4,0,3,0,56.09,0.0,0,3,ambis,2,new,7,finish,stay,leave,22,22,16.0,0,0,0.0,JG04,PG03
7958,JG04,1.3228756555323,PG03,1.3228756555323,0.2828427124746189,RM_type_B,2,1989,Y,0,level_4,3.4,2015,5,4,3,0,2,0,81.79,0.0,0,2,ambis,2,new,7,finish,stay,leave,26,26,31.0,0,0,0.0,JG04,PG03
7959,JG04,1.22474487139159,PG03,1.22474487139159,1.2569805089976498,RM_type_B,2,1987,Y,1,level_4,3.01,2013,5,3,3,0,5,2,87.2,3.0,0,7,ambis,2,new,6,finish,stay,leave,26,26,16.5,0,0,0.0,JG04,PG03
7960,JG04,1.29228479833201,PG03,1.29228479833201,0.707106781186548,RM_type_A,1,1988,Y,1,level_4,3.56,2011,5,3,2,2,4,0,80.05,0.0,1,4,ambis,2,new,7,finish,stay,leave,23,23,16.0,32,32,16.0,JG04,PG03
7961,JG04,1.22474487139159,PG03,1.22474487139159,0.707106781186548,RM_type_C,2,1989,N,0,level_4,3.29,2011,4,3,3,9,1,0,89.88,3.0,1,1,ambis,2,new,15,finish,stay,leave,22,22,31.0,0,0,0.0,JG04,PG03
7962,JG04,1.29228479833201,PG03,1.29228479833201,0.707106781186548,RM_type_C,1,1990,Y,1,level_4,3.54,2012,5,3,4,1,4,1,86.39,1.0,0,5,ambis,2,new,8,finish,stay,leave,22,22,15.0,30,30,15.0,JG04,PG03
7963,JG04,1.5556349186104,PG03,1.5556349186104,1.5556349186104,RM_type_B,1,1985,Y,0,level_4,3.45,2007,6,3,3,0,3,0,69.66,0.0,1,3,ambis,2,new,6,finish,stay,leave,22,22,35.0,35,0,0.0,JG04,PG03
7964,JG04,1.1916375287813,PG03,1.1916375287813,0.707106781186548,RM_type_A,2,1987,Y,1,level_4,3.1,2009,6,3,2,0,0,2,81.03,0.0,0,2,ambis,2,new,5,finish,stay,sick,22,22,16.5,0,0,0.0,JG04,PG03
7965,JG04,1.3527749258468702,PG03,1.3527749258468702,0.707106781186548,RM_type_A,2,1986,Y,1,level_4,3.11,2009,3,2,3,0,5,5,109.1,3.0,1,10,ambis,2,new,5,finish,stay,sama,23,23,17.0,0,0,0.0,JG04,PG03
7966,JG04,1.5556349186104,PG03,1.5556349186104,1.22474487139159,RM_type_C,1,1987,Y,0,level_4,3.62,2009,6,4,5,0,5,1,95.45,3.0,0,6,ambis,2,new,9,finish,stay,leave,22,22,33.0,33,0,0.0,JG04,PG03
7967,JG04,1.1916375287813,PG03,1.1916375287813,1.22474487139159,RM_type_A,2,1986,Y,2,level_4,3.31,2008,3,2,2,0,6,0,74.66,0.0,0,6,ambis,2,new,4,finish,stay,leave,22,22,11.333333333333334,0,0,0.0,JG04,PG03
7968,JG05,1.3228756555323,PG05,1.3228756555323,2.21810730128188,RM_type_C,2,1982,Y,2,level_4,3.29,2005,13,6,6,0,9,2,104.86,3.0,0,11,non-ambis,3,new,12,finish,stay,leave,23,23,12.666666666666666,0,0,0.0,JG05,PG05
7969,JG04,1.5556349186104,PG03,1.5556349186104,1.22474487139159,RM_type_A,2,1984,Y,2,level_4,2.78,2008,6,3,2,0,6,0,87.18,3.0,0,6,non-ambis,3,new,5,finish,stay,leave,24,24,12.0,0,0,0.0,JG04,PG03
7970,JG04,1.1916375287813,PG03,1.1916375287813,0.707106781186548,RM_type_B,2,1983,Y,2,level_4,3.11,2005,6,4,4,0,6,3,84.18,1.0,0,9,non-ambis,3,new,8,finish,stay,leave,22,22,12.333333333333334,0,0,0.0,JG04,PG03
7971,JG04,1.5556349186104,PG03,1.5556349186104,1.22474487139159,RM_type_A,2,1989,N,0,level_4,3.07,2012,5,3,3,0,10,0,91.94,1.0,0,10,ambis,2,new,6,finish,stay,leave,23,23,31.0,0,0,0.0,JG04,PG03
7972,JG04,1.1916375287813,PG03,1.1916375287813,0.707106781186548,RM_type_C,2,1990,Y,0,level_4,3.3,2015,5,2,3,2,13,1,83.1,0.0,0,14,ambis,2,new,7,finish,stay,leave,25,25,30.0,0,0,0.0,JG04,PG03
7973,JG04,1.22474487139159,PG03,1.22474487139159,1.22474487139159,RM_type_A,2,1986,N,0,level_4,3.1,2009,6,3,3,0,1,14,80.86,2.0,1,15,ambis,2,new,6,finish,stay,sick,23,23,34.0,0,0,0.0,JG04,PG03
7974,JG04,1.3527749258468702,PG03,1.3527749258468702,1.58113883008419,RM_type_A,1,1983,Y,1,level_4,2.8,2006,6,4,4,0,0,2,109.65,3.0,1,2,non-ambis,3,new,8,finish,stay,sick,23,23,18.5,37,0,0.0,JG04,PG03
7975,JG04,1.3527749258468702,PG03,1.3527749258468702,1.22474487139159,RM_type_A,1,1983,Y,0,level_4,3.14,2006,6,3,4,0,3,0,41.08,0.0,0,3,non-ambis,3,new,7,finish,stay,leave,23,23,37.0,37,0,0.0,JG04,PG03
7976,JG04,2.4657656011875897,PG04,1.4142135623731005,0.412310562561766,RM_type_A,1,1982,Y,0,level_4,3.0,2005,12,10,7,0,4,0,104.49,3.0,0,4,non-ambis,3,new,17,finish,up,leave,23,23,38.0,38,0,0.0,JG04,PG04
7977,JG04,1.3527749258468702,PG03,1.3527749258468702,0.412310562561766,RM_type_A,2,1983,N,0,level_4,3.0,2006,5,3,4,0,2,0,112.41,3.0,0,2,non-ambis,3,new,7,finish,stay,leave,23,23,37.0,0,0,0.0,JG04,PG03
7978,JG04,1.3527749258468702,PG03,1.3527749258468702,0.707106781186548,RM_type_A,2,1988,N,0,level_4,3.08,2012,5,6,4,0,2,0,56.92,0.0,0,2,ambis,2,new,10,finish,stay,leave,24,24,32.0,0,0,0.0,JG04,PG03
7979,JG04,1.22474487139159,PG03,1.22474487139159,1.58113883008419,RM_type_A,2,1985,Y,1,level_4,3.14,2008,4,3,3,0,6,3,67.99,0.0,0,9,ambis,2,new,6,finish,stay,leave,23,23,17.5,0,0,0.0,JG04,PG03
7980,JG04,1.22474487139159,PG03,1.22474487139159,1.22474487139159,RM_type_B,2,1988,N,0,level_4,3.42,2010,3,2,3,0,0,3,78.31,0.0,0,3,ambis,2,new,5,finish,stay,sick,22,22,32.0,0,0,0.0,JG04,PG03
7981,JG04,1.3527749258468702,PG03,1.3527749258468702,1.58113883008419,RM_type_B,2,1986,Y,0,level_4,3.18,2010,6,3,4,0,6,0,86.54,3.0,0,6,ambis,2,new,7,finish,stay,leave,24,24,34.0,0,0,0.0,JG04,PG03
7982,JG04,1.22474487139159,PG03,1.22474487139159,1.22474487139159,RM_type_A,1,1989,N,0,level_4,3.4,2012,4,2,2,0,2,0,96.14,3.0,0,2,ambis,2,new,4,finish,stay,leave,23,23,31.0,0,0,0.0,JG04,PG03
7983,JG04,1.47309198626562,PG03,1.47309198626562,2.12132034355964,RM_type_C,1,1986,Y,1,level_4,3.24,2008,6,2,4,0,8,2,98.93,3.0,0,10,ambis,2,new,6,finish,stay,leave,22,22,17.0,34,0,0.0,JG04,PG03
7984,JG04,2.4657656011875897,PG04,1.73205080756888,1.8708286933869696,RM_type_A,1,1978,Y,2,level_4,3.3,2002,16,7,8,0,6,1,46.77,0.0,0,7,non-ambis,3,new,15,finish,up,leave,24,24,14.0,42,0,0.0,JG04,PG04
7985,JG04,1.29228479833201,PG03,1.29228479833201,0.707106781186548,RM_type_A,1,1989,Y,1,level_4,3.87,2010,6,4,4,0,7,6,99.56,3.0,0,13,ambis,2,new,8,finish,stay,leave,21,21,15.5,31,31,15.5,JG04,PG03
7986,JG04,1.3228756555323,PG03,1.3228756555323,0.0,RM_type_A,2,1984,Y,0,level_4,3.41,2009,4,3,3,0,5,2,70.72,0.0,0,7,non-ambis,3,new,6,finish,stay,leave,25,25,36.0,0,0,0.0,JG04,PG03
7987,JG04,1.22474487139159,PG03,1.22474487139159,1.58113883008419,RM_type_A,2,1989,Y,1,level_4,3.22,2013,4,2,2,0,7,0,74.43,0.0,0,7,ambis,2,new,4,finish,stay,leave,24,24,15.5,0,0,0.0,JG04,PG03
7988,JG04,1.29228479833201,PG03,1.29228479833201,0.707106781186548,RM_type_C,1,1986,N,0,level_4,3.3,2013,4,2,4,0,8,13,84.42,0.0,0,21,ambis,2,new,6,finish,stay,sick,27,27,34.0,0,0,0.0,JG04,PG03
7989,JG04,1.29228479833201,PG03,1.29228479833201,0.707106781186548,RM_type_B,2,1990,Y,0,level_4,3.16,2012,5,4,3,0,1,0,67.16,0.0,0,1,ambis,2,new,7,finish,stay,leave,22,22,30.0,0,0,0.0,JG04,PG03
7990,JG04,1.3527749258468702,PG03,1.3527749258468702,1.1180339887498998,RM_type_A,2,1989,Y,0,level_4,3.16,2011,5,3,4,1,8,2,101.95,3.0,0,10,ambis,2,new,8,finish,stay,leave,22,22,31.0,0,0,0.0,JG04,PG03
7991,JG04,1.3527749258468702,PG03,1.3527749258468702,1.22474487139159,RM_type_A,1,1988,Y,2,level_4,3.51,2011,5,3,4,0,10,5,88.86,2.0,0,15,ambis,2,new,7,finish,stay,leave,23,23,10.666666666666666,32,32,10.666666666666666,JG04,PG03
7992,JG04,1.22474487139159,PG03,1.22474487139159,1.0816653826392,RM_type_C,1,1990,N,0,level_4,3.42,2013,4,3,3,0,3,0,96.36,3.0,1,3,ambis,2,new,6,finish,stay,leave,23,23,30.0,0,0,0.0,JG04,PG03
7993,JG04,1.22474487139159,PG03,1.22474487139159,1.22474487139159,RM_type_B,2,1988,Y,0,level_4,3.0,2012,5,3,2,0,2,2,73.9,0.0,0,4,ambis,2,new,5,finish,stay,sama,24,24,32.0,0,0,0.0,JG04,PG03
7994,JG04,1.3527749258468702,PG03,1.3527749258468702,1.3228756555323,RM_type_A,2,1987,Y,1,level_4,3.22,2010,3,2,2,0,0,2,125.54,3.0,1,2,ambis,2,new,4,finish,stay,sick,23,23,16.5,0,0,0.0,JG04,PG03
7995,JG05,0.707106781186548,PG05,0.707106781186548,1.22474487139159,RM_type_A,2,1980,N,0,level_4,3.0,2003,14,5,6,2,3,0,84.22,0.0,0,3,non-ambis,3,new,13,finish,stay,leave,23,23,40.0,0,0,0.0,JG05,PG05
7996,JG04,1.22474487139159,PG03,1.22474487139159,0.707106781186548,RM_type_A,1,1987,N,0,level_4,3.37,2010,6,5,5,0,6,0,107.21,3.0,0,6,ambis,2,new,10,finish,stay,leave,23,23,33.0,0,0,0.0,JG04,PG03
7997,JG04,1.3527749258468702,PG03,1.3527749258468702,1.22474487139159,RM_type_C,2,1989,Y,1,level_4,3.53,2011,5,4,3,0,11,0,89.27,2.0,0,11,ambis,2,new,7,finish,stay,leave,22,22,15.5,0,0,0.0,JG04,PG03
7998,JG04,1.22474487139159,PG03,1.22474487139159,1.3527749258468702,RM_type_B,2,1989,N,0,level_4,3.32,2011,5,3,3,0,0,0,81.54,2.0,0,0,ambis,2,new,6,finish,stay,sama,22,22,31.0,0,0,0.0,JG04,PG03
7999,JG05,2.82842712474619,PG06,2.34520787991171,0.707106781186548,RM_type_A,2,1968,Y,3,level_4,2.98,2010,26,10,7,0,5,0,64.78,0.0,0,5,non-ambis,4,new,17,finish,up,leave,42,42,13.0,0,0,0.0,JG05,PG06
8000,JG04,1.22474487139159,PG03,1.22474487139159,1.3527749258468702,RM_type_B,1,1987,N,0,level_4,3.06,2010,5,3,3,0,8,4,65.07,0.0,0,12,ambis,2,new,6,finish,stay,leave,23,23,33.0,0,0,0.0,JG04,PG03
8001,JG04,1.22474487139159,PG03,1.22474487139159,1.0816653826392,RM_type_A,1,1990,N,0,level_4,3.69,2012,5,5,4,0,11,1,77.86,2.0,1,12,ambis,2,new,9,finish,stay,leave,22,22,30.0,0,0,0.0,JG04,PG03
8002,JG04,1.22474487139159,PG03,1.22474487139159,0.648074069840786,RM_type_A,2,1983,Y,3,level_4,3.19,2008,7,5,3,0,5,2,93.92,3.0,0,7,non-ambis,3,new,8,finish,stay,leave,25,25,9.25,0,0,0.0,JG04,PG03
8003,JG04,1.22474487139159,PG03,1.22474487139159,1.22474487139159,RM_type_B,2,1987,Y,2,level_4,2.99,2011,6,4,3,0,5,0,84.67,0.0,0,5,ambis,2,new,7,finish,stay,leave,24,24,11.0,0,0,0.0,JG04,PG03
8004,JG04,1.22474487139159,PG03,1.22474487139159,0.707106781186548,RM_type_C,2,1989,Y,1,level_4,3.16,2010,5,3,3,0,5,0,89.11,3.0,0,5,ambis,2,new,6,finish,stay,leave,21,21,15.5,0,0,0.0,JG04,PG03
8005,JG04,1.22474487139159,PG03,1.22474487139159,0.412310562561766,RM_type_C,1,1987,Y,1,level_4,3.47,2009,6,4,3,0,8,8,94.34,3.0,0,16,ambis,2,new,7,finish,stay,sama,22,22,16.5,33,0,0.0,JG04,PG03
8006,JG04,1.22474487139159,PG03,1.22474487139159,0.412310562561766,RM_type_A,2,1986,N,0,level_4,3.03,2010,5,2,3,0,0,0,82.36,0.0,0,0,ambis,2,new,5,finish,stay,sama,24,24,34.0,0,0,0.0,JG04,PG03
8007,JG04,1.3527749258468702,PG03,1.3527749258468702,0.412310562561766,RM_type_A,2,1984,N,0,level_4,2.91,2012,5,4,2,0,1,3,76.93,0.0,0,4,non-ambis,3,new,6,finish,stay,sick,28,28,36.0,0,0,0.0,JG04,PG03
8008,JG04,1.3527749258468702,PG03,1.3527749258468702,0.707106781186548,RM_type_C,2,1990,Y,1,level_4,3.14,2012,5,4,4,0,5,3,95.21,3.0,0,8,ambis,2,new,8,finish,stay,leave,22,22,15.0,0,0,0.0,JG04,PG03
8009,JG04,1.22474487139159,PG03,1.22474487139159,1.22474487139159,RM_type_A,2,1984,Y,3,level_4,3.0,2012,5,3,2,1,0,5,112.08,3.0,0,5,non-ambis,3,new,6,finish,stay,sick,28,28,9.0,0,0,0.0,JG04,PG03
8010,JG04,1.22474487139159,PG03,1.22474487139159,1.5,RM_type_A,1,1990,N,0,level_4,3.49,2012,5,2,2,0,5,0,90.84,1.0,1,5,ambis,2,new,4,finish,stay,leave,22,22,30.0,0,0,0.0,JG04,PG03
8011,JG04,1.22474487139159,PG03,1.22474487139159,1.1916375287813,RM_type_C,1,1987,Y,0,level_4,3.2,2016,4,3,3,0,11,5,90.17,3.0,0,16,ambis,2,new,6,finish,stay,leave,29,29,33.0,33,0,0.0,JG04,PG03
